authors,content,doc_id,note
Atos,"What is object detection? Detection is used to locate and identify objects within an image, so it’s a very important technology for robotics. It can be used in collision-avoidance systems on cars as well as security cameras that detect unwanted intruders or other events such as fire alarms triggered by smoke detectors.  What to learn more? Join us at WAICF, April 5-7th, online or onsite! https://lnkd.in/dg_kSVbg ",918,4.0
Deloitte,"Deloitte participated in the Delphi Economic Forum VII:  - Vassilis Kafatos in the fireside chat “Future of Hospitality” on Friday 8 April. - Konstantinos Eleftheriadis, FCCA, CFE in the panel discussion “ Energy Digitalization: Into the Future” on Friday 8 April. - Nikos Christodoulou in the panel discussion “Information Technology and Telco as a Pillar of Growth” On Friday 8 April.  - Dimitris Koutsopoulos in the panel discussion “Reskilling and Upskilling: Strategies for Changing Skill Demands” on Saturday 9 April  #DeloitteGreece #DelphiEconomicForum #ProudSponsor #ImpactThatMatters ",919,4.0
EY,"Get ready to #Engage during Malta’s #Technology Leaders Forum! On 1 June, network with CIOs and CTOs as we unravel the latest tech trends in an event featuring internationally renowned thought leader in AI and Automation, Pascal Bornet.  Places are limited so find out more and get your tickets today: http://spr.ly/6041KAGeF ",920,4.0
Deloitte,"We are growing! #WorkWednesday    Would you like to join a team of the top experts in their fields?    We are now looking for new professionals to make an impact with us:    Threat Hunter  Johdon assistentti / Tiedonhallinnan koordinaattori   Senior Consultant / Manager, Human Capital  Technology Strategy & Transformations / Manager   Tax-focused SAP and tax technology Consultants  Sote-uudistuksen transformaatiokonsultti  Still wondering what it would be like to work at Deloitte? Our people say that the casual, low hierarchy atmosphere is one of our biggest strengths. You get to work with smart colleagues in interesting projects and with inspiring clients. Did we manage to convince you? Then read more on our open positions and apply through this link  https://deloi.tt/3MjlrYk #deloittefinland #rekry ",921,4.0
Deloitte,"Sensors and #AI are helping millions detect and manage chronic health conditions. #DeloittePredicts that around 440 million consumer health and wellness wearable devices will ship worldwide by 2024.   Discover more in our 𝗧𝗲𝗰𝗵𝗻𝗼𝗹𝗼𝗴𝘆, 𝗠𝗲𝗱𝗶𝗮 & 𝗧𝗲𝗹𝗲𝗰𝗼𝗺𝗺𝘂𝗻𝗶𝗰𝗮𝘁𝗶𝗼𝗻𝘀 𝟮𝟬𝟮𝟮 𝗣𝗿𝗲𝗱𝗶𝗰𝘁𝗶𝗼𝗻𝘀: https://deloi.tt/37xtIJp #TMTpredictions ",922,3.0
Deloitte,"Prevent financial crime using AI and machine learning? Tackling large and complex files with a global team of experts? Deloitte's Forensic & Financial Crime domain is a household name in the field. And because the forensic technology branch is growing rapidly, we are looking for new colleagues. ‘We help clients with financial crime issues across the entire life cycle. From preventing and detecting suspicious practices to help tackling them.' https://deloi.tt/3vEklzZ ",923,4.0
EY,"In the inaugural EY Ireland CFO Survey, we explore how in a post-pandemic world, Ireland’s CFOs have shifted their focus from being the guardians of financial performance to being the data-driven stewards of long-term value delivery for their organisations.  Read the full report to find out about the finance leaders’ role in driving long-term growth; their priorities to support the growth and the opportunities presented by technology and transformation. Full report here: http://spr.ly/6047K2kTB #CFOAgenda #FutureReimagined ",924,4.0
Deloitte,"[ GROWING TOGETHER] Retour en images sur la cérémonie de clôture de notre « Académie #SAP 2022 » à Casablanca.  C'est avec grand plaisir que nous avons célébré nos juniors consultants, lauréats de la première promotion de notre « Académie #SAP 2022 ».  Une première édition exceptionnelle à bien des égards avec un taux de réussite de 100%    Félicitations aux nouveaux certifiés qui se joignent ainsi à notre réseau de plus de 25.000 experts SAP, ce qui fait de Deloitte le premier acteur du domaine dans le monde.  Merci également à notre jury ainsi qu'aux formateurs qui ont contribué à cette belle réussite !  #Deloitte #Big4 #Talents #Technology #MakeAnImpactThatMatters ",925,4.0
IBM,"Meet Paola  an SAP Consultant with IBM Client Innovation Center (CIC). Hear what Paola does within IBM CIC and why she finds it so exciting.   IBM CIC represents a center of excellence for delivery of consulting and technological services, it offers a unique experience for talented and ambitious graduates and professionals who are keen to build their skills fast.   So, are you a curious individual with a passion for tech? Then look no further, IBM Client Innovation Center Italy have a number of open opportunities and are seeking outgoing and curious individuals to join their team.   Interested? Explore our roles today https://ibm.co/37NPc4v ",926,4.0
EY,Congratulations to all the winners of EY Entrepreneur Of The Year 2021 Awards program. The EOY program recognizes the unstoppable entrepreneurs who have shown incredible resilience to unlock new opportunities during uncertain times. Discover their exceptional entrepreneurial journeys at http://spr.ly/6040KNlEO #EOYIndia2021 #Unstoppables #ReframeYourFuture Dixon Technologies India Limited Haldiram Foods International Ltd Meesho Delhivery Laurus Labs Limited Freshworks Razorpay Max Healthcare Sona Comstar Nykaa Larsen & Toubro ,927,4.0
CHRISTIAN VERBRUGGE,This EU Chip Act is huge step forward to grow  the semi-conductor ecosystem in Europe. And I’m happy to live from inside this incredible adventure.         ,929,1.0
Lien Van De Vyver,#onemerck Makkelijk opzoeken op een technische website is essentieel! Probeer de nieuwe semi conductor website uit.         ,930,1.0
Rod Devlin,"Plato said “Our need will be the real creator”   The crisis in Ukraine has undoubtedly gifted the EU with a renewed sense of purpose and a powerful accelerator for greater integration and closer cooperation. Today’s Versailles Declaration by the EU Heads of State or Government takes a decisive step towards building European sovereignty. It sets out an ambitious agenda and timeline for the European Institutions in the following key areas: Bolstering EU defence capabilities; reducing energy dependencies; building a more robust economic base by reducing the EU’s strategic dependencies in sensitive sectors – critical raw materials, semi-conductors, health, digital technologies and food security. The 10/11 March 2022 Versailles Declaration is attached below.         ",932,2.0
Maryvonne Delalande,"My Dear ex/current colleagues overseas   Update: 06 feb 2022  Those two young Ladies are respectively ranked: 50 & 51 over 900 students of their class, Not bad is it ?  but still no internship on the horizon …… ?   HELP needed  Anyone here ?   Two young Ladies of my accointance are willing to work as Sales Intern from an English Speaking country such as USA or England or Amsterdam starting in June & July 2022 for 2 months.  Both of them are fluent in english, also close friends, and attending the same business school and are both very energetic, clever and creative. They would be delighted to be hired in the same company / country and I am posting their request as they are ok to work in Technology !  Many companies as of today are looking desperatly to hire Ladies in those sectors and it is hard to convince them even if we all know that this is key for future of all générations.  Today, it is the possibility to onboard them (but also their friends and schoolmates) about what we’ve got in the sectors of Telecom, semi-conductors, IT, devopps, 5G, Saas, IA etc…  They have not yet decided which background they will deep dive (finance, sales, mktg etc…) in 2023-2024 and 2025 so I think that this is the time in 2022 to hunt those kind of profiles at the very beginning….. before they are hunted by some other sectors !  What do you think ?  Willing to help, please let me know by sending me contact name, phone and e-mail as to let them know who they could be in contact with.  Thanks very much for them.   #technology #5g #sales #finance #business #intern #ladies #womeninaction   Stéphane Blanchard  Roselyne Dame  Jarek Przada  Geoff Wing   Marie Moynihan  Nassima Benaissa  Annkathrin Friedrich Adélie Cerrato  Nancy Takaichi   Elisa Quizy & Lorianne Delalande-Hunter          ",933,4.0
Stephan Winkelmann,"The last 2+ years have not been business as usual: a global pandemic, shortage of semi-conductors, now the war in Ukraine…  For me as the CEO in such a situation it is the first priority to create stability for the employees and their families, for our business partners and suppliers, for our customers. I’m proud to announce that Automobili Lamborghini S.p.A. is continuing its stable growth, recording the best first quarter in our history in terms of deliveries, following the best year on record for the company.  In such uncommon times it is difficult to make a forecast, but Lamborghini is starting the year from a very strong position.  #Lamborghini #automotive #CEO ",934,4.0
CH O.,New arrival of the handsome line up of Bystronic press brake face to face added to the already impressive bending lines serving the most high demand tightest tolerance semi-conductor industry.  Picture above are new arrival while picture below on the left which looks alike were the previous installation. #SwissPrecision #sheetmetalfabrication #Bystronic #bendingmachine #Bestchoice #swissbrand ,936,2.0
